Source,Date,Amount,Description,Category
Expense,2021-06-02,77.99,Grove Collaborative,Personal
Expense,2021-06-02,365.66,Target,Food
Expense,2021-06-03,-680.00,Venmo,Home
Expense,2021-06-03,17.00,DMV,Recreation
Expense,2021-06-03,17.50,DMV,Recreation
Expense,2021-06-03,0.44,DMV,Recreation
Expense,2021-06-03,0.42,DMV,Recreation
Expense,2021-06-03,5.46,Starbucks,Food
Expense,2021-06-04,47.54,Centerpoint Energy,Utilities
Expense,2021-06-04,179.64,Federal Income Tax,Tax
Expense,2021-06-04,170.35,Social Security Tax,Tax
Expense,2021-06-04,39.84,Medicare Tax,Tax
Expense,2021-06-04,123.00,MN State Income Tax,Tax
Expense,2021-06-04,156.65,401k,Savings
Expense,2021-06-04,250.00,HSA,Health/Medical
Expense,2021-06-04,11.85,Dental Insurance,Health/Medical
Expense,2021-06-04,124.51,Health Insurance,Health/Medical
Expense,2021-06-05,4.30,Wendys,Food
Expense,2021-06-06,57.51,Etsy,Recreation
Expense,2021-06-06,36.00,Kyoto Sushi,Food
Expense,2021-06-06,285.71,Target,Food
Expense,2021-06-07,50.00,St. Thomas,Charity
Expense,2021-06-07,9.68,Chipotle,Food
Expense,2021-06-07,8.59,Dairy Queen,Food
Expense,2021-06-07,20.00,Gas,Transportation
Expense,2021-06-07,18.09,Ikea,Food
Expense,2021-06-07,267.65,Ikea,Personal
Expense,2021-06-07,51.06,Target,Personal
Expense,2021-06-07,35.88,Target,Personal
Expense,2021-06-07,202.99,Gap,Personal
Expense,2021-06-08,-126.40,Jenna Utilities,Utilities
Expense,2021-06-09,36.49,Grove Collaborative,Personal
Expense,2021-06-09,21.17,Amazon,Recreation
Expense,2021-06-09,160.30,Target,Food
Expense,2021-06-10,12.23,Mcdonalds,Food
Expense,2021-06-11,57.33,Federal Income Tax,Tax
Expense,2021-06-11,64.64,Social Security Tax,Tax
Expense,2021-06-11,15.12,Medicare Tax,Tax
Expense,2021-06-11,31.08,MN State Income Tax,Tax
Expense,2021-06-11,8.23,Chipotle,Food
Expense,2021-06-11,300.08,Target,Food
Expense,2021-06-13,37.60,Itunes,Recreation
Expense,2021-06-13,16.12,Itunes,Recreation
Expense,2021-06-14,50.00,St. Thomas,Charity
Expense,2021-06-14,37.97,Doordash,Food
Expense,2021-06-14,50.55,Gas,Transportation
Expense,2021-06-14,11.93,Speedway,Food
Expense,2021-06-15,-5250.00,Polaris Reimbursement,Debt
Expense,2021-06-15,1374.98,Nelnet,Debt
Expense,2021-06-15,3875.02,Nelnet,Debt
Expense,2021-06-15,10.74,Adobe Photoshop,Recreation
Expense,2021-06-15,8.23,Chipotle,Food
Expense,2021-06-15,100.39,Target,Food
Expense,2021-06-15,21.53,Target,Personal
Expense,2021-06-16,50.00,CFF,Charity
Expense,2021-06-16,97.22,Target,Personal
Expense,2021-06-17,28.47,Etsy,Recreation
Expense,2021-06-17,15.04,Netflix,Recreation
Expense,2021-06-18,179.64,Federal Income Tax,Tax
Expense,2021-06-18,170.35,Social Security Tax,Tax
Expense,2021-06-18,39.84,Medicare Tax,Tax
Expense,2021-06-18,123.00,MN State Income Tax,Tax
Expense,2021-06-18,156.65,401k,Savings
Expense,2021-06-18,250.00,HSA,Health/Medical
Expense,2021-06-18,11.85,Dental Insurance,Health/Medical
Expense,2021-06-18,124.51,Health Insurance,Health/Medical
Expense,2021-06-18,-1031.39,Federal Tax Return,Tax
Expense,2021-06-18,0.99,Icloud,Recreation
Expense,2021-06-18,7.52,Discovery Plus,Recreation
Expense,2021-06-18,26.11,Pizza Hut,Food
Expense,2021-06-18,106.45,Joshuas Pest Control,Home
Expense,2021-06-19,15.64,Blizzard,Recreation
Expense,2021-06-19,303.37,Target,Food
Expense,2021-06-20,12.89,Hulu,Recreation
Expense,2021-06-20,203.45,Amazon,Recreation
Expense,2021-06-20,8.61,Disney Plus,Recreation
Expense,2021-06-20,68.99,Target,Personal
Expense,2021-06-21,50.00,St. Thomas,Charity
Expense,2021-06-21,13.97,Amazon Prime,Recreation
Expense,2021-06-21,36.00,Rusty Taco,Food
Expense,2021-06-22,26.92,Origin,Recreation
Expense,2021-06-22,12.88,Red Balloon Books,Recreation
Expense,2021-06-23,438.45,Mill at Fine Creek,Recreation
Expense,2021-06-23,31.34,Waste Management,Utilities
Expense,2021-06-24,22.64,Etsy,Recreation
Expense,2021-06-24,8.23,Chipotle,Food
Expense,2021-06-24,37.97,Doordash,Food
Expense,2021-06-24,70.02,Target,Personal
Expense,2021-06-25,47.43,Federal Income Tax,Tax
Expense,2021-06-25,58.49,Social Security Tax,Tax
Expense,2021-06-25,13.69,Medicare Tax,Tax
Expense,2021-06-25,25.78,MN State Income Tax,Tax
Expense,2021-06-25,1721.66,HOM Furniture,Home
Expense,2021-06-26,8.05,Arbys,Food
Expense,2021-06-26,0.99,Icloud,Recreation
Expense,2021-06-26,100.60,Target,Food
Expense,2021-06-27,34.69,Target,Personal
Expense,2021-06-28,50.00,St. Thomas,Charity
Expense,2021-06-28,8.59,Arbys,Food
Expense,2021-06-28,56.78,Target,Personal
Expense,2021-06-28,15.60,Target,Personal
Expense,2021-06-28,50.04,Target,Personal
Expense,2021-06-29,16.12,HBM Subscription,Recreation
Expense,2021-06-29,8.23,Chipotle,Food
Expense,2021-06-29,16.51,Ichiddo Ramen,Food
Expense,2021-06-30,13.96,Amazon,Recreation
Expense,2021-06-30,25.44,Walmart,Personal
Expense,2021-06-30,39.19,Doordash,Food
Expense,2021-06-30,-34.07,Adjustment,Other
Expense,2021-07-01,16.50,BWS subscription,Utilities
Expense,2021-07-01,40.10,Target,Personal
Expense,2021-07-01,347.23,Target,Food
Expense,2021-07-01,2019.22,Mortgage,Home
Expense,2021-07-01,134.34,State Farm Insurance,Transportation
Expense,2021-07-02,-500.00,Jenna Rent,Home
Expense,2021-07-02,179.64,Federal Income Tax,Tax
Expense,2021-07-02,170.35,Social Security Tax,Tax
Expense,2021-07-02,39.84,Medicare Tax,Tax
Expense,2021-07-02,123.00,MN State Income Tax,Tax
Expense,2021-07-02,156.65,401k,Savings
Expense,2021-07-02,250.00,HSA,Health/Medical
Expense,2021-07-02,11.85,Dental Insurance,Health/Medical
Expense,2021-07-02,124.51,Health Insurance,Health/Medical
Expense,2021-07-03,137.31,City of Maple Grove,Utilities
Expense,2021-07-03,17.24,Centerpoint Energy,Utilities
Expense,2021-07-03,65.00,Centurylink Internet,Utilities
Expense,2021-07-03,-77.03,Jenna Utilities,Utilities
Expense,2021-07-04,72.18,Grove Collaborative,Personal
Expense,2021-07-04,94.08,Target,Personal
Expense,2021-07-05,50.00,St. Thomas,Charity
Expense,2021-07-05,21.48,Itunes,Recreation
Expense,2021-07-05,37.97,Doordash,Food
Expense,2021-07-06,150.00,Victorias Secret,Recreation
Expense,2021-07-06,5.38,Taco Bell,Food
Expense,2021-07-07,3707.59,St. Thomas University,Debt
Expense,2021-07-07,48.95,Shapermint,Personal
Expense,2021-07-07,25.20,Chick-fil-A,Food
Expense,2021-07-07,142.39,Target,Food
Expense,2021-07-08,52.77,Gas,Transportation
Expense,2021-07-08,11.47,Mcdonalds,Food
Expense,2021-07-08,6.00,Parking,Transportation
Expense,2021-07-08,90.40,Target,Personal
Expense,2021-07-08,20.42,Target,Personal
Expense,2021-07-09,20.38,Federal Income Tax,Tax
Expense,2021-07-09,41.73,Social Security Tax,Tax
Expense,2021-07-09,9.76,Medicare Tax,Tax
Expense,2021-07-09,11.31,MN State Income Tax,Tax
Expense,2021-07-09,91.92,Target,Personal
Expense,2021-07-09,153.18,Target,Food
Expense,2021-07-10,8.23,Chipotle,Food
Expense,2021-07-11,9.95,Drivethru RPG,Recreation
Expense,2021-07-12,50.00,St. Thomas,Charity
Expense,2021-07-12,45.01,Home Depot,Personal
Expense,2021-07-12,46.21,Lowes,Personal
Expense,2021-07-12,93.28,Target,Personal
Expense,2021-07-12,126.29,Home Depot,Personal
Expense,2021-07-12,153.21,Target,Food
Expense,2021-07-12,26.27,Target,Personal
Expense,2021-07-13,20.00,Ichiddo Ramen,Food
Expense,2021-07-13,18.28,Target,Personal
Expense,2021-07-14,25.08,Jimmy Johns,Food
Expense,2021-07-14,8.23,Chipotle,Food
Expense,2021-07-14,186.84,Target,Food
Expense,2021-07-15,10.74,Photoshop,Recreation
Expense,2021-07-16,179.64,Federal Income Tax,Tax
Expense,2021-07-16,170.35,Social Security Tax,Tax
Expense,2021-07-16,39.84,Medicare Tax,Tax
Expense,2021-07-16,123.00,MN State Income Tax,Tax
Expense,2021-07-16,156.65,401k,Savings
Expense,2021-07-16,250.00,HSA,Health/Medical
Expense,2021-07-16,11.85,Dental Insurance,Health/Medical
Expense,2021-07-16,124.51,Health Insurance,Health/Medical
Expense,2021-07-16,50.00,CFF,Charity
Expense,2021-07-16,169.36,Lowes,Personal
Expense,2021-07-16,43.96,Jane LLC,Personal
Expense,2021-07-16,27.08,Pizza Hut,Food
Expense,2021-07-16,8.47,Mcdonalds,Food
Expense,2021-07-17,169.36,Lowes,Personal
Expense,2021-07-18,7.52,Discovery Plus,Recreation
Expense,2021-07-18,0.99,Icloud,Recreation
Expense,2021-07-18,213.62,Target,Food
Expense,2021-07-19,15.04,Netflix,Recreation
Expense,2021-07-19,50.00,St. Thomas,Charity
Expense,2021-07-19,13.97,Amazon Prime,Recreation
Expense,2021-07-19,43.96,Jane LLC,Recreation
Expense,2021-07-19,19.52,Shutterfly,Recreation
Expense,2021-07-19,23.70,Chick-fil-A,Food
Expense,2021-07-19,35.99,JC Penney,Personal
Expense,2021-07-19,15.04,Netflix,Recreation
Expense,2021-07-20,12.89,Hulu,Recreation
Expense,2021-07-20,8.61,Disney Plus,Recreation
Expense,2021-07-20,7.18,Mcdonalds,Food
Expense,2021-07-20,2.03,Steve's Auto World,Food
Expense,2021-07-20,300.00,Julianne,Home
Expense,2021-07-20,132.52,Target,Food
Expense,2021-07-20,17.35,Target,Personal
Expense,2021-07-21,400.00,Atlassian Jira Training,Other
Expense,2021-07-21,36.26,Joann Fabric,Personal
Expense,2021-07-22,107.51,Microsoft Office,Recreation
Expense,2021-07-22,30.63,Home Depot,Personal
Expense,2021-07-22,8.69,Wendys,Food
Expense,2021-07-23,23.58,Federal Income Tax,Tax
Expense,2021-07-23,43.71,Social Security Tax,Tax
Expense,2021-07-23,10.22,Medicare Tax,Tax
Expense,2021-07-23,13.03,MN State Income Tax,Tax
Expense,2021-07-23,400.00,Atlassian Jira Training,Other
Expense,2021-07-23,48.12,Gas,Transportation
Expense,2021-07-23,53.78,JC Penney,Personal
Expense,2021-07-24,0.99,Icloud,Recreation
Expense,2021-07-24,22.46,Chick-fil-A,Food
Expense,2021-07-24,127.95,Joshuas Pest Control,Personal
Expense,2021-07-24,77.57,Target,Food
Expense,2021-07-25,38.69,Pizza Hut,Food
Expense,2021-07-25,520.97,Target,Personal
Expense,2021-07-26,165.59,Xcel Energy,Utilities
Expense,2021-07-26,9.17,Amazon,Recreation
Expense,2021-07-26,50.00,St. Thomas,Charity
Expense,2021-07-26,31.50,Waste Management,Utilities
Expense,2021-07-27,2.03,Steve's Auto World,Food
Expense,2021-07-28,6.65,Arbys,Food
Expense,2021-07-29,16.12,HBO Max,Recreation
Expense,2021-07-29,167.01,Target,Food
Expense,2021-07-29,12.02,Target,Personal
Expense,2021-07-30,179.64,Federal Income Tax,Tax
Expense,2021-07-30,170.35,Social Security Tax,Tax
Expense,2021-07-30,39.84,Medicare Tax,Tax
Expense,2021-07-30,123.00,MN State Income Tax,Tax
Expense,2021-07-30,156.65,401k,Savings
Expense,2021-07-30,250.00,HSA,Health/Medical
Expense,2021-07-30,11.85,Dental Insurance,Health/Medical
Expense,2021-07-30,124.51,Health Insurance,Health/Medical
Expense,2021-07-31,-800.00,Concur Reimbursement,Other
Expense,2021-07-31,44.00,Origin,Recreation
Expense,2021-07-31,6.00,Parking,Transportation
Expense,2021-07-31,-600.00,Family Tax Credit,Tax
Expense,2021-07-31,50.31,Target,Personal
Expense,2021-07-31,31.97,Target,Personal
Expense,2021-08-01,52.42,Grove Collaborative,Personal
Expense,2021-08-01,4.24,Home Depot,Personal
Expense,2021-08-01,2.03,Steve's Auto World,Food
Expense,2021-08-01,11.04,Arbys,Food
Expense,2021-08-01,7.85,Home Depot,Personal
Expense,2021-08-01,21.47,Home Depot,Personal
Expense,2021-08-01,59.97,Target,Personal
Expense,2021-08-02,50.00,St. Thomas,Charity
Expense,2021-08-02,2019.22,Mortgage,Home
Expense,2021-08-02,134.34,State Farm Insurance,Transportation
Expense,2021-08-02,169.36,Xcel Energy,Utilities
Expense,2021-08-02,16.50,BWS Subscription,Utilities
Expense,2021-08-02,15.98,Jane LLC,Personal
Expense,2021-08-02,39.98,Jane LLC,Personal
Expense,2021-08-03,12.99,Jane LLC,Personal
Expense,2021-08-03,43.91,Target,Personal
Expense,2021-08-03,168.21,Target,Food
Expense,2021-08-03,24.74,Gap,Personal
Expense,2021-08-04,16.12,Itunes,Recreation
Expense,2021-08-04,31.14,Hobby Lobby,Recreation
Expense,2021-08-04,52.34,Gas,Transportation
Expense,2021-08-05,44.92,Hydrojug,Recreation
Expense,2021-08-05,38.69,Pizza Hut,Food
Expense,2021-08-05,39.89,Pure Formulas,Recreation
Expense,2021-08-05,32.94,Doordash,Food
Expense,2021-08-06,6.33,Federal Income Tax,Tax
Expense,2021-08-06,33.01,Social Security Tax,Tax
Expense,2021-08-06,7.72,Medicare Tax,Tax
Expense,2021-08-06,3.80,MN State Income Tax,Tax
Expense,2021-08-07,89.08,Lakeshore Learning,Recreation
Expense,2021-08-07,161.14,Party City,Recreation
Expense,2021-08-07,43.20,Target,Personal
Expense,2021-08-07,307.77,Target,Food
Expense,2021-08-09,50.00,St. Thomas,Charity
Expense,2021-08-09,17.47,Amazon,Recreation
Expense,2021-08-09,16.47,Amazon,Recreation
Expense,2021-08-09,33.32,Amazon,Recreation
Expense,2021-08-10,83.96,Target,Food
Expense,2021-08-11,10.72,Steam,Recreation
Expense,2021-08-11,8.23,Chipotle,Food
Expense,2021-08-11,9.00,Arbys,Food
Expense,2021-08-12,6.00,Parking,Transportation
Expense,2021-08-12,330.56,Target,Personal
Expense,2021-08-13,179.64,Federal Income Tax,Tax
Expense,2021-08-13,170.35,Social Security Tax,Tax
Expense,2021-08-13,39.84,Medicare Tax,Tax
Expense,2021-08-13,123.00,MN State Income Tax,Tax
Expense,2021-08-13,156.65,401k,Savings
Expense,2021-08-13,250.00,HSA,Health/Medical
Expense,2021-08-13,11.85,Dental Insurance,Health/Medical
Expense,2021-08-13,124.51,Health Insurance,Health/Medical
Expense,2021-08-13,2.14,Itunes,Recreation
Expense,2021-08-13,26.86,Itunes,Recreation
Expense,2021-08-13,28.92,Doordash,Food
Expense,2021-08-14,18.20,Amazon,Recreation
Expense,2021-08-14,11.83,Itunes,Recreation
Expense,2021-08-14,18.27,Itunes,Recreation
Expense,2021-08-15,10.74,Photoshop,Recreation
Expense,2021-08-15,60.00,Good Earth,Food
Expense,2021-08-15,4.13,Spyhouse,Food
Expense,2021-08-15,32.38,Doordash,Food
Expense,2021-08-16,16.12,Itunes,Recreation
Expense,2021-08-16,50.00,St. Thomas,Charity
Expense,2021-08-16,10.72,Steam,Recreation
Expense,2021-08-16,50.00,CFF,Charity
Expense,2021-08-16,85.24,Doordash,Food
Expense,2021-08-16,-23.00,Venmo,Food
Expense,2021-08-17,15.04,Netflix,Recreation
Expense,2021-08-17,55.32,Gas,Transportation
Expense,2021-08-17,227.76,Target,Food
Expense,2021-08-18,0.99,Icloud,Recreation
Expense,2021-08-18,7.52,Discovery Plus,Recreation
Expense,2021-08-18,22.46,Chick-fil-A,Food
Expense,2021-08-19,13.97,Amazon Prime,Recreation
Expense,2021-08-19,25.46,Doordash,Food
Expense,2021-08-20,3.68,Federal Income Tax,Tax
Expense,2021-08-20,31.38,Social Security Tax,Tax
Expense,2021-08-20,7.34,Medicare Tax,Tax
Expense,2021-08-20,2.38,MN State Income Tax,Tax
Expense,2021-08-20,8.61,Disney Plus,Recreation
Expense,2021-08-20,12.89,Hulu,Recreation
Expense,2021-08-20,40.01,Doordash,Food
Expense,2021-08-20,72.89,Target,Personal
Expense,2021-08-21,-600.00,Family Tax Credit,Tax
Expense,2021-08-21,27.08,Pizza Hut,Food
Expense,2021-08-23,50.00,St. Thomas,Charity
Expense,2021-08-23,8.23,Chipotle,Food
Expense,2021-08-23,111.97,Target,Food
Expense,2021-08-23,65.00,Centurylink Internet,Utilities
Expense,2021-08-24,31.64,Waste Management,Utilities
Expense,2021-08-24,-19.99,Jane LLC,Personal
Expense,2021-08-24,40.51,Doordash,Food
Expense,2021-08-25,0.99,Icloud,Recreation
Expense,2021-08-25,100.00,Target,Personal
Expense,2021-08-26,40.51,Doordash,Food
Expense,2021-08-27,179.64,Federal Income Tax,Tax
Expense,2021-08-27,170.35,Social Security Tax,Tax
Expense,2021-08-27,39.84,Medicare Tax,Tax
Expense,2021-08-27,123.00,MN State Income Tax,Tax
Expense,2021-08-27,156.65,401k,Savings
Expense,2021-08-27,250.00,HSA,Health/Medical
Expense,2021-08-27,11.85,Dental Insurance,Health/Medical
Expense,2021-08-27,124.51,Health Insurance,Health/Medical
Expense,2021-08-29,16.12,HBO Max,Recreation
Expense,2021-08-29,106.85,Target,Food
Expense,2021-08-30,8.59,Origin,Recreation
Expense,2021-08-30,50.00,St. Thomas,Charity
Expense,2021-08-30,31.16,Itunes,Recreation
Expense,2021-08-30,8.23,Chipotle,Food
Expense,2021-08-30,36.31,Centerpoint Energy,Utilities
Expense,2021-08-30,7.31,Adjustment,Other
Expense,2021-09-01,16.50,BWS Subscription,Utilities
Expense,2021-09-01,73.63,Grove Collaborative,Personal
Expense,2021-09-01,278.47,Target,Food
Expense,2021-09-01,134.34,State Farm Insurance,Transportation
Expense,2021-09-01,65.00,Centurylink Internet,Utilities
Expense,2021-09-01,-1420.74,Escrow Refund,Home
Expense,2021-09-02,166.65,Amazon,Recreation
Expense,2021-09-02,5.00,Etsy,Recreation
Expense,2021-09-02,50.98,Etsy,Recreation
Expense,2021-09-02,41.92,Amazon,Recreation
Expense,2021-09-03,42.08,Federal Income Tax,Tax
Expense,2021-09-03,55.18,Social Security Tax,Tax
Expense,2021-09-03,12.90,Medicare Tax,Tax
Expense,2021-09-03,22.92,MN State Income Tax,Tax
Expense,2021-09-03,8.47,Mcdonalds,Food
Expense,2021-09-03,551.39,KLIM,Recreation
Expense,2021-09-04,31.89,Doordash,Food
Expense,2021-09-04,19.38,Amazon,Recreation
Expense,2021-09-04,645.31,Apple Store,Recreation
Expense,2021-09-04,10.43,Etsy,Recreation
Expense,2021-09-04,-19.38,Amazon,Recreation
Expense,2021-09-04,41.90,Amazon,Recreation
Expense,2021-09-04,26.88,Sephora,Personal
Expense,2021-09-05,348.13,Target,Food
Expense,2021-09-06,22.46,Chipotle,Food
Expense,2021-09-06,39.71,Hobby Lobby,Recreation
Expense,2021-09-06,50.00,St. Thomas,Charity
Expense,2021-09-06,27.08,Pizza Hut,Food
Expense,2021-09-07,74.00,Kyoto Sushi,Food
Expense,2021-09-07,43.36,Amazon,Recreation
Expense,2021-09-07,58.65,Amazon,Recreation
Expense,2021-09-07,89.07,Target,Personal
Expense,2021-09-08,8.23,Chipotle,Food
Expense,2021-09-08,13.94,Menards,Personal
Expense,2021-09-08,108.04,Amazon,Recreation
Expense,2021-09-10,179.64,Federal Income Tax,Tax
Expense,2021-09-10,170.35,Social Security Tax,Tax
Expense,2021-09-10,39.84,Medicare Tax,Tax
Expense,2021-09-10,123.00,MN State Income Tax,Tax
Expense,2021-09-10,156.65,401k,Savings
Expense,2021-09-10,250.00,HSA,Health/Medical
Expense,2021-09-10,11.85,Dental Insurance,Health/Medical
Expense,2021-09-10,124.51,Health Insurance,Health/Medical
Expense,2021-09-10,40.50,Doordash,Food
Expense,2021-09-10,27.08,Pizza Hut,Food
Expense,2021-09-11,6.00,Parking,Transportation
Expense,2021-09-11,90.75,Target,Personal
Expense,2021-09-12,10.28,Amazon,Recreation
Expense,2021-09-12,163.14,Target,Food
Expense,2021-09-12,70.65,Target,Personal
Expense,2021-09-13,8.47,Mcdonalds,Food
Expense,2021-09-13,53.95,Gas,Transportation
Expense,2021-09-13,50.00,St. Thomas,Charity
Expense,2021-09-14,8.25,Mcdonalds,Food
Expense,2021-09-14,192.96,REI,Personal
Expense,2021-09-14,3.80,Target,Personal
Expense,2021-09-14,17.09,Target,Personal
Expense,2021-09-15,15.01,Steam,Recreation
Expense,2021-09-15,9.98,Mcdonalds,Food
Expense,2021-09-15,10.74,Photoshop,Recreation
Expense,2021-09-15,114.81,Target,Personal
Expense,2021-09-15,-2807.50,St. Thomas Student Loan,Debt
Expense,2021-09-15,2807.50,Nelnet,Debt
Expense,2021-09-16,8.23,Chipotle,Food
Expense,2021-09-16,44.58,Doordash,Food
Expense,2021-09-17,24.58,Federal Income Tax,Tax
Expense,2021-09-17,44.33,Social Security Tax,Tax
Expense,2021-09-17,10.37,Medicare Tax,Tax
Expense,2021-09-17,13.56,MN State Income Tax,Tax
Expense,2021-09-17,42.54,Doordash,Food
Expense,2021-09-17,52.48,Gas,Transportation
Expense,2021-09-17,50.00,CFF,Charity
Expense,2021-09-17,15.04,Netflix,Recreation
Expense,2021-09-18,23.93,Etsy,Recreation
Expense,2021-09-18,7.52,Discovery Plus,Recreation
Expense,2021-09-18,10.74,Itunes,Recreation
Expense,2021-09-18,0.99,Icloud,Recreation
Expense,2021-09-19,5.00,Etsy,Recreation
Expense,2021-09-19,13.97,Amazon Prime,Recreation
Expense,2021-09-19,14.62,Target,Personal
Expense,2021-09-19,336.77,Target,Food
Expense,2021-09-20,12.01,Mcdonalds,Food
Expense,2021-09-20,48.00,Michaels,Recreation
Expense,2021-09-20,8.61,Disney Plus,Recreation
Expense,2021-09-20,12.89,Hulu,Recreation
Expense,2021-09-20,50.00,St. Thomas,Charity
Expense,2021-09-20,-600.00,Family Tax Credit,Tax
Expense,2021-09-22,134.00,Aptive Environmental,Personal
Expense,2021-09-22,77.91,Target,Personal
Expense,2021-09-23,6.00,Parking,Transportation
Expense,2021-09-23,31.66,Waste Management,Utilities
Expense,2021-09-24,179.64,Federal Income Tax,Tax
Expense,2021-09-24,170.35,Social Security Tax,Tax
Expense,2021-09-24,39.84,Medicare Tax,Tax
Expense,2021-09-24,123.00,MN State Income Tax,Tax
Expense,2021-09-24,156.65,401k,Savings
Expense,2021-09-24,250.00,HSA,Health/Medical
Expense,2021-09-24,11.85,Dental Insurance,Health/Medical
Expense,2021-09-24,124.51,Health Insurance,Health/Medical
Expense,2021-09-24,0.99,Icloud,Recreation
Expense,2021-09-24,38.00,BCS Osseo Area Schools,Other
Expense,2021-09-24,56.98,Burts Bees,Personal
Expense,2021-09-24,60.85,Minnesota Zoo,Recreation
Expense,2021-09-24,39.51,Target,Personal
Expense,2021-09-24,34.98,Target,Personal
Expense,2021-09-25,5.35,Minnesota Zoo,Recreation
Expense,2021-09-25,33.89,Minnesota Zoo,Recreation
Expense,2021-09-25,16.05,Minnesota Zoo,Recreation
Expense,2021-09-25,6.86,Mcdonalds,Food
Expense,2021-09-25,7.00,Parking,Transportation
Expense,2021-09-25,144.75,Gap,Personal
Expense,2021-09-25,34.09,Gap,Personal
Expense,2021-09-25,67.55,Gap,Personal
Expense,2021-09-26,99.42,Doordash,Food
Expense,2021-09-26,-55.00,Doordash,Food
Expense,2021-09-27,50.00,ST. Thomas,Charity
Expense,2021-09-28,313.82,Xcel Energy,Utilities
Expense,2021-09-28,36.96,Grove Collaborative,Personal
Expense,2021-09-28,47.47,Doordash,Food
Expense,2021-09-28,15.01,Steam,Recreation
Expense,2021-09-29,16.12,HBO Max,Recreation
Expense,2021-09-29,27.83,Etsy,Recreation
Expense,2021-09-29,47.90,Lolli Co Kids,Personal
Expense,2021-09-30,33.67,Centerpoint Energy,Utilities
Expense,2021-09-30,279.16,Adjustment,Other
Expense,2021-09-30,27.57,Target,Personal
Expense,2021-09-30,271.24,Target,Food
Expense,2021-10-01,0.50,Parking,Transportation
Expense,2021-10-01,29.55,Gas,Transportation
Expense,2021-10-01,-1420.74,Refinance,Home
Expense,2021-10-01,1786.58,Mortgage,Home
Expense,2021-10-01,137.26,State Farm Insurance,Transportation
Expense,2021-10-01,65.00,Centurylink Internet,Utilities
Expense,2021-10-01,30.63,Federal Income Tax,Tax
Expense,2021-10-01,48.08,Social Security Tax,Tax
Expense,2021-10-01,11.25,Medicare Tax,Tax
Expense,2021-10-01,16.80,MN State Income Tax,Tax
Expense,2021-10-01,123.77,Target,Personal
Expense,2021-10-02,0.65,AWS,Recreation
Expense,2021-10-02,29.55,Gas,Transportation
Expense,2021-10-02,0.50,Gas,Transportation
Expense,2021-10-04,50.00,St. Thomas,Charity
Expense,2021-10-04,330.58,Target,Food
Expense,2021-10-05,9.64,Amazon,Recreation
Expense,2021-10-05,17.19,Amazon,Recreation
Expense,2021-10-05,20.42,Amazon,Recreation
Expense,2021-10-05,12.89,Amazon,Recreation
Expense,2021-10-05,41.85,Doordash,Food
Expense,2021-10-08,179.64,Federal Income Tax,Tax
Expense,2021-10-08,170.35,Social Security Tax,Tax
Expense,2021-10-08,39.84,Medicare Tax,Tax
Expense,2021-10-08,123.00,MN State Income Tax,Tax
Expense,2021-10-08,156.65,401k,Savings
Expense,2021-10-08,250.00,HSA,Health/Medical
Expense,2021-10-08,11.85,Dental Insurance,Health/Medical
Expense,2021-10-08,124.51,Health Insurance,Health/Medical
Expense,2021-10-09,7.57,Chick-fil-A,Food
Expense,2021-10-09,93.05,Target,Personal
Expense,2021-10-10,33.82,Etsy,Recreation
Expense,2021-10-10,32.00,Jessica Kobeissi,Recreation
Expense,2021-10-10,80.61,Halo,Personal
Expense,2021-10-11,50.00,St. Thomas,Charity
Expense,2021-10-11,21.49,Itunes,Recreation
Expense,2021-10-11,7.52,Taco Bell,Food
Expense,2021-10-11,42.92,Doordash,Food
Expense,2021-10-11,29.81,Target,Personal
Expense,2021-10-11,198.76,Target,Food
Expense,2021-10-12,273.93,Wandrd Orem UT,Recreation
Expense,2021-10-13,381.90,Orpheum,Recreation
Expense,2021-10-13,5.30,Target,Personal
Expense,2021-10-15,10.74,Photoshop,Recreation
Expense,2021-10-15,31.08,Federal Income Tax,Tax
Expense,2021-10-15,48.36,Social Security Tax,Tax
Expense,2021-10-15,11.31,Medicare Tax,Tax
Expense,2021-10-15,17.04,MN State Income Tax,Tax
Expense,2021-10-16,50.00,CFF,Charity
Expense,2021-10-16,7.00,Parking,Transportation
Expense,2021-10-17,57.82,Waldoch Farm,Recreation
Expense,2021-10-17,54.82,Gas,Transportation
Expense,2021-10-17,400.90,Target,Food
Expense,2021-10-18,13.00,Doordash,Food
Expense,2021-10-18,15.04,Netflix,Recreation
Expense,2021-10-18,7.52,Discovery Plus,Recreation
Expense,2021-10-18,0.99,Icloud,Recreation
Expense,2021-10-18,50.00,St. Thomas,Charity
Expense,2021-10-18,5.00,Parking,Transportation
Expense,2021-10-19,13.97,Amazon Prime,Recreation
Expense,2021-10-20,13.97,Hulu,Recreation
Expense,2021-10-20,26.85,Amazon,Recreation
Expense,2021-10-20,8.61,Disney Plus,Recreation
Expense,2021-10-20,48.55,Doordash,Food
Expense,2021-10-21,32.26,Warby Parker,Personal
Expense,2021-10-21,25.75,Kitsch LLC,Personal
Expense,2021-10-21,10.62,Arbys,Food
Expense,2021-10-22,126.02,MN Dept of Revenue,Tax
Expense,2021-10-22,179.64,Federal Income Tax,Tax
Expense,2021-10-22,170.35,Social Security Tax,Tax
Expense,2021-10-22,39.84,Medicare Tax,Tax
Expense,2021-10-22,123.00,MN State Income Tax,Tax
Expense,2021-10-22,156.65,401k,Savings
